Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,item_id
Honda,City 1.5 V AT,245000,2010,95000,Petrol,Automatic,Gurgaon,Grey,Second,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,i-2529454021692862021
Renault,Duster 110 PS RxL,690000,2016,65000,Diesel,Manual,Delhi,Grey,Second,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,i-4760218753073734644
Volkswagen,Taigun Highline 1.0 TSI AT,1500000,2021,31000,Petrol,Automatic,Hyderabad,Silver,First,Individual,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD,4221.0,1760.0,1612.0,5.0,50.0,i92017759465536107
Maruti Suzuki,Alto VXi,270000,2014,82682,Petrol,Manual,Pune,White,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0,i-7891856623918474706
Hyundai,i20 Active 1.4 S,545000,2016,70500,Diesel,Manual,Jamshedpur,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995.0,1760.0,1555.0,5.0,45.0,i-5409462569684577513
MG,Hector Plus Sharp 1.5 DCT Petrol,1875000,2021,10000,Petrol,Automatic,Faridabad,Red,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4720.0,1835.0,1760.0,6.0,60.0,i-6780789674630811831
Renault,Kwid RXT [2015-2019],254999,2016,57159,Petrol,Manual,Varanasi,Silver,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,i3552768454043900215
BMW,3-Series 320d Sport Line [2014-2016],2000000,2014,82000,Diesel,Automatic,Mohali,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624.0,2031.0,1429.0,5.0,,i-348885739226761513
Land Rover,Discovery HSE,2785000,2016,120000,Diesel,Automatic,Delhi,Blue,First,Individual,2993 cc,245 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4838.0,1915.0,1837.0,7.0,82.0,i-5048359950205217488
Mahindra,Thar LX 4-STR Hard Top Diesel MT,1800000,2021,17000,Diesel,Manual,Pune,Black,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0,i-303875662773095067
Honda,City 1.5 V AT,475000,2012,40000,Petrol,Automatic,Pune,Red,Second,Individual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440.0,1695.0,1485.0,5.0,42.0,i-732826986844302853
Hyundai,Elite i20 Sportz 1.2 (O),650000,2020,58100,Petrol,Manual,Lucknow,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,i-9023496047053118919
Toyota,Fortuner 3.0 4x4 MT,1199000,2012,12749,Diesel,Manual,Kolkata,Grey,First,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0,i3560982324374801138
Hyundai,Santa Fe 4 WD (AT),650000,2013,83466,Diesel,Automatic,Jaipur,White,First,Individual,2199 cc,195 bhp @ 4000 rpm,436 Nm @ 1800 rpm,AWD,4660.0,1890.0,1760.0,7.0,70.0,i-8893951152928625909
Mahindra,Scorpio S2,795000,2015,86000,Diesel,Manual,Purnea,White,Second,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456.0,1820.0,1930.0,8.0,60.0,i6729661839086438004
Mercedes-Benz,C-Class C 200 Avantgarde,2385000,2015,60921,Petrol,Automatic,Pune,Black,Second,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0,i959477036690063761
Audi,Q5 2.0 TDI quattro Premium,1700000,2014,78000,Diesel,Automatic,Ahmedabad,Brown,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629.0,1898.0,1653.0,5.0,75.0,i7409932964100867070
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,380000,2012,53000,Petrol,Manual,Mumbai,Grey,First,Corporate,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0,i8953323978638870005
Renault,Kwid 1.0 RXT [2016-2019],295000,2016,34736,Petrol,Manual,Hyderabad,Red,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,i7090907732256578723
Tata,Harrier XZ,1750000,2020,14400,Diesel,Manual,Ahmedabad,Silver,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0,i2854310398903962155
Mahindra,Thar CRDe 4x4 Non AC,525000,2015,85000,Diesel,Manual,Ambala Cantt,Green,Second,Individual,2498 cc,105@3800,247@1800,AWD,3920.0,1710.0,1930.0,7.0,60.0,i-8303650225595143741
Volkswagen,Vento Highline Petrol,275000,2011,80000,Petrol,Manual,Delhi,White,Second,Individual,,,,,,,,,,i-3904428528956017008
Audi,A3 35 TFSI Premium Plus,2180000,2018,77590,Petrol,Automatic,Delhi,Blue,First,Individual,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0,i-7229762123194403886
Ford,Mustang GT Fastback 5.0L v8,8000000,2017,25000,Petrol,Automatic,Chennai,Black,Third,Individual,4951 cc,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,RWD,4784.0,2080.0,1391.0,4.0,60.9,i7487740798412686946
Jaguar,F-Pace Prestige,4325000,2018,40545,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4731.0,2071.0,1651.0,5.0,82.0,i4318342548141507098
Maruti Suzuki,Ritz Vdi BS-IV,120000,2009,80000,Diesel,Manual,Kanpur,Silver,4 or More,Individual,1248 cc,75@4000,190@2000,,3715.0,1680.0,1620.0,5.0,43.0,i9115433559257429540
Maruti Suzuki,Alto LXi CNG,155000,2009,56852,CNG,Manual,Kanpur,Gold,Second,Individual,796 cc,39 bhp @ 6200 rpm,54 Nm @ 3000 rpm,FWD,3495.0,1475.0,1460.0,5.0,35.0,i6676514643887893003
Maruti Suzuki,DZire ZXi Plus AMT,735000,2018,42000,Petrol,Automatic,Mumbai,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0,i1111260080816805239
Skoda,Rapid Style 1.6 MPI AT,900000,2018,55000,Petrol,Automatic,Pune,Grey,Second,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413.0,1699.0,1466.0,5.0,55.0,i459741276577431663
Skoda,Superb Elegance 1.8 TSI AT,795000,2014,53000,Petrol,Automatic,Delhi,White,Second,Individual,1798 cc,158 bhp @ 4500 rpm,250 Nm @ 1500 rpm,FWD,4838.0,1817.0,1482.0,5.0,60.0,i-1902649588266289246
MINI,Cooper D 3 Door,3300000,2018,17000,Diesel,Automatic,Delhi,Green,First,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3821.0,1727.0,1414.0,5.0,44.0,i-6540160872742286374
Toyota,Fortuner 2.8 4x2 AT [2016-2020],3775000,2020,50000,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,i-6222291717741186094
Mahindra,Xylo D4,325000,2012,70000,Diesel,Manual,Patna,White,Third,Individual,2489 cc,95@3600,220@1400,,4520.0,1850.0,1895.0,8.0,55.0,i7861249840003385628
Maruti Suzuki,Vitara Brezza VDi,725000,2017,75793,Diesel,Manual,Navi Mumbai,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,i6298959437778793803
Lexus,LX SUV Petrol,2100000,2007,34000,Petrol,Automatic,Mumbai,Maroon,Second,Corporate,,,,,,,,,,i4345192511719290059
Volvo,S60 Kinetic D4,994999,2012,89311,Diesel,Automatic,Hyderabad,White,First,Individual,1984 cc,165 bhp @ 3500 rpm,400 Nm @ 2750 rpm,FWD,4635.0,1865.0,1484.0,5.0,67.5,i-8861160158800014053
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],785000,2018,80000,Diesel,Manual,Mohali,Grey,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,i2831483913218937547
Porsche,Macan S [2019-2020],7500000,2020,38000,Petrol,Automatic,Ahmedabad,Blue,First,Individual,2995 cc,349 bhp @ 5400 rpm,480 Nm @ 1360 rpm,AWD,4696.0,1923.0,1624.0,5.0,65.0,i8339638103225082420
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2799000,2019,69500,Diesel,Automatic,Delhi,White,Second,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,i-1030282948715316560
Maruti Suzuki,Wagon R VXI,390000,2018,66794,Petrol,Manual,Kolkata,Others,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,i4429186215866445640
Porsche,Macan Base [2019-2020],9000000,2019,27000,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984 cc,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,AWD,4696.0,1923.0,1624.0,5.0,65.0,i-1831855639953398800
Maruti Suzuki,Baleno Zeta 1.2 AT,675000,2017,35616,Petrol,Automatic,Pune,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,i-3435263094056953681
Maruti Suzuki,Eeco 5 STR [2014-2019],320000,2015,64000,Petrol,Manual,Ranchi,Blue,First,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0,i-6464884805064871907
Maruti Suzuki,Baleno Zeta 1.2 AT,840000,2020,7000,Petrol,Automatic,Chennai,Maroon,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,i-9200552530693623208
Maruti Suzuki,Wagon R VXI,310000,2015,45000,Petrol,Manual,Ranchi,Brown,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,i-5768119202923145989
Maruti Suzuki,Ertiga LXI,795000,2017,9000,Petrol,Manual,Delhi,Grey,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0,i-5954331353495188270
Maruti Suzuki,Wagon R LXI CNG,310000,2015,67738,CNG,Manual,Delhi,White,Second,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,i3068144897312672844
Toyota,Glanza G,860000,2021,11030,Petrol,Manual,Bangalore,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0,i8360166562228143112
Hyundai,i10 Magna 1.2 Kappa2,390000,2015,49123,Petrol,Manual,Patna,White,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,i-2355314377387314458
BMW,3-Series 320d Highline Sedan,1200000,2012,125000,Diesel,Automatic,Ahmedabad,White,First,Individual,,,,,,,,,,i-5915006102986558287
Maruti Suzuki,Swift DZire LDI,520000,2018,46000,Diesel,Manual,Bhubaneswar,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i1539439409027636218
Mercedes-Benz,S-Class 280 AT,1200000,2000,65000,Petrol,Automatic,Dehradun,Yellow,Second,Individual,,,,,,,,,,i3035131495180679421
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],675000,2018,64000,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,i-4859186358683117707
Maruti Suzuki,S-Presso VXi,475000,2021,7942,Petrol,Manual,Thane,Red,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565.0,1520.0,1564.0,5.0,27.0,i124889890650564705
Maruti Suzuki,Alto 800 Lxi,265000,2017,52100,Petrol,Manual,Lucknow,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,i716278981002671907
Skoda,Rapid Ambition 1.6 TDI CR MT,950000,2019,32809,Diesel,Manual,Coimbatore,Silver,First,Individual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0,i-4175449558055307639
Toyota,Fortuner 3.0 4x2 AT,1750000,2014,101000,Diesel,Automatic,Jalandhar,White,First,Individual,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0,i9091457512095738050
Audi,A3 35 TDI Premium Plus + Sunroof,2225000,2016,40500,Diesel,Automatic,Mumbai,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0,i-4035066122501380671
Jeep,Compass Sport 1.4 Petrol,1748999,2021,25700,Petrol,Manual,Karnal,Black,First,Corporate,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0,i-6736464926168926396
Mercedes-Benz,M-Class ML 250 CDI,2250000,2014,85000,Diesel,Automatic,Delhi,White,Second,Individual,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4804.0,2141.0,1796.0,5.0,70.0,i6071255168505361491
Hyundai,Elite i20 Asta 1.2 (O) [2016],690000,2017,17268,Petrol,Manual,Nashik,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,i-8910231912769859673
Maruti Suzuki,Baleno Zeta 1.2,561000,2017,68000,Petrol,Manual,Noida,Brown,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,i8278304638493349327
Hyundai,i20 Asta 1.2,299000,2011,30000,Petrol,Manual,Panvel,Blue,Third,Individual,,,,,,,,,,i-5896266849632383860
Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],1580000,2020,57000,Diesel,Manual,Pune,White,First,Individual,,,,,4395.0,1818.0,1640.0,5.0,60.0,i-7006525273828882137
Maruti Suzuki,Swift DZire VXI AT,595000,2017,44100,Petrol,Automatic,Mumbai,Silver,First,Corporate,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i5452089361164045671
Land Rover,Discovery 3.0 TDV6 HSE,4390000,2013,91840,Diesel,Automatic,Mumbai,Blue,Second,Individual,,,,,,,,,,i-7480231769122683822
Hyundai,i20 Asta 1.2,235000,2009,115000,Petrol,Manual,Coimbatore,Blue,Third,Individual,1197 cc,80@5200,112@4000,,3940.0,1710.0,1505.0,5.0,45.0,i-3571584017364574285
Hyundai,i20 Magna (O) 1.2,450000,2014,23000,Petrol,Manual,Ahmedabad,Brown,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0,i3276699477348347671
BMW,5-Series 520d Modern Line,2299000,2014,58000,Diesel,Automatic,Mumbai,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,,i-6088562238071936035
Mercedes-Benz,GLE 250 d,4590000,2018,95786,Diesel,Automatic,Delhi,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0,i4098597256788375754
Audi,Q3 35 TDI Technology,2150000,2016,95401,Diesel,Automatic,Bangalore,Black,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0,i-5148623549114305199
Kia,Seltos GTX Plus 1.4 DCT,1850000,2020,7000,Petrol,Automatic,Bangalore,Black,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,i-7411415897215101249
Hyundai,Elantra SX (O) 2.0 AT,1175000,2017,24000,Petrol,Automatic,Mumbai,White,First,Individual,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4620.0,1800.0,1465.0,5.0,50.0,i7348538895124706961
Maruti Suzuki,Wagon R VXi,250000,2012,68000,Petrol,Manual,Kanpur,White,First,Individual,998 cc,68@6200,90@3500,,3539.0,1495.0,1700.0,5.0,35.0,i-8647179624627177841
Hyundai,Accent Executive,400000,2015,41273,Petrol,Manual,Mumbai,White,First,Individual,1495 cc,94 bhp @ 5500 rpm,125 Nm @ 3500 rpm,FWD,4250.0,1670.0,1370.0,5.0,45.0,i3488359913852678611
Audi,Q5 35 TDI Premium Plus,4000000,2018,66000,Diesel,Automatic,Chennai,White,First,Individual,,,,,,,,,,i3639010408566145945
Hyundai,Creta SX 1.6 CRDi,1100000,2018,65954,Diesel,Manual,Pune,Red,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,i8099827445668901592
Hyundai,i10 Sportz 1.2 Kappa2,395000,2016,28000,Petrol,Manual,Mumbai,Maroon,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,i5465289968444956504
Maruti Suzuki,S-Presso VXi Plus,425000,2021,38848,Petrol,Manual,Panchkula,Silver,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565.0,1520.0,1564.0,5.0,27.0,i8373028023482985396
Toyota,Innova 2.4 ZX 7 STR [2016-2020],2190000,2017,30000,Diesel,Manual,Chennai,Maroon,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0,i-6400381528808122700
Lexus,ES 300h Exquisite [2020-2021],4800000,2020,27000,Hybrid,Automatic,Mumbai,Blue,First,Individual,2487 cc,176 bhp @ 5700 rpm,221 Nm @ 3600 rpm,FWD,4975.0,1865.0,1445.0,5.0,50.0,i-347049078439757914
Maruti Suzuki,Swift DZire LXI (O),421000,2017,69000,Petrol,Manual,Faridabad,Grey,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i-826733244502145944
Hyundai,i20 Active 1.2 SX,560000,2016,22700,Petrol,Manual,Mumbai,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1760.0,1555.0,5.0,45.0,i9210700420739123847
Honda,Civic 1.8V MT,777000,2014,9212,Petrol,Manual,Patna,Grey,First,Individual,,,,,,,,,,i7302444804708670315
Audi,Q3 35 TDI quattro Technology,3250000,2019,41000,Diesel,Automatic,Hyderabad,White,Second,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0,i4142421190577275316
Mahindra,Scorpio S10,875000,2014,100000,Diesel,Manual,Mumbai,Red,Second,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0,i-5481281117485625178
Maruti Suzuki,Ciaz Alpha 1.4 MT,899000,2018,13066,Petrol,Manual,Bangalore,Grey,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,i-4545945078889390579
Renault,Duster 85 PS RxL,425000,2015,75000,Diesel,Manual,Kanpur,Black,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,i-3227867724462243413
Maruti Suzuki,S-Presso VXi (O),425000,2019,53241,Petrol,Manual,Mirzapur,Grey,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565.0,1520.0,1564.0,5.0,27.0,i-5197401419295637200
MINI,Countryman Cooper S JCW Inspired,3875000,2021,12000,Petrol,Automatic,Delhi,Green,First,Individual,1998 cc,189 bhp @ 4400 rpm,280 Nm @ 1350 rpm,FWD,4299.0,1822.0,1557.0,5.0,47.0,i-6431844956542282105
Honda,City 1.5 S MT,500000,2013,65000,Petrol,Manual,Chennai,Brown,First,Individual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440.0,1695.0,1485.0,5.0,42.0,i-7274524006600584623
Toyota,Fortuner 3.0 4x2 MT,1225000,2012,97000,Diesel,Manual,Jalandhar,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0,i8296677748454582154
Toyota,Innova 2.7 ZX AT 7 STR,1789999,2017,49000,Petrol,Automatic,Delhi,Maroon,Second,Individual,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,RWD,4735.0,1830.0,1795.0,7.0,65.0,i3445945666748857960
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],240000,2013,64000,Petrol,Manual,Faizabad,White,First,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515.0,1500.0,1510.0,5.0,32.0,i-5564456769109525455
Volkswagen,Polo Comfortline 1.2L (P),240000,2010,78000,Petrol,Manual,Ludhiana,White,Second,Individual,,,,,,,,,,i-7101184236571738686
Honda,Amaze 1.5 VX i-DTEC,935000,2019,56000,Diesel,Manual,Hyderabad,White,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0,i1274184392927627539
Maruti Suzuki,Baleno Alpha Automatic,775000,2018,39000,Petrol,Automatic,Mumbai,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0,i-7838899583066788532
Mahindra,Scorpio S4 1.99 [2016-2017],950000,2017,55000,Diesel,Manual,Patna,White,Second,Individual,1997 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0,i-5630936381755852784
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,549000,2018,53000,Petrol,Automatic,Hyderabad,White,Second,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,i-3240157240792300630
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],645000,2021,1374,CNG,Manual,Mumbai,Grey,First,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0,i-8433194227692884548
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3400000,2018,68000,Diesel,Automatic,Hyderabad,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0,i-2962988319406702196
Hyundai,Elite i20 Sportz 1.2 [2016-2017],645000,2019,35000,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,i-2944847742707675113
BMW,5-Series 520d M Sport,2600000,2016,39000,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0,i356740880907459080
Audi,A4 2.0 TDI (177bhp) Premium,1375000,2011,62000,Diesel,Automatic,Chennai,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0,i-6005204264278257933
Honda,City V CVT Petrol [2017-2019],1340000,2021,11000,Petrol,Automatic,Mumbai,Black,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,i3588870578186062141
Maruti Suzuki,Swift ZXi Plus [2018-2019],840000,2020,11000,Petrol,Manual,Bangalore,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0,i-2748202943843964141
Maruti Suzuki,Swift DZire VXI,525000,2014,102000,Petrol,Manual,Salem,Grey,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i1669366217844827145
Maruti Suzuki,Eeco 7 STR STD (O),625000,2022,7000,Petrol,Manual,Hyderabad,Grey,First,Individual,1196 cc,72 bhp @ 6000 rpm,98 Nm @ 3000 rpm,RWD,3675.0,1475.0,1825.0,7.0,40.0,i5899839236588609007
Hyundai,Eon Sportz,215000,2012,20000,Petrol,Manual,Mumbai,Grey,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0,i-150990091728667559
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],595000,2019,25000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,i2525878847581689017
Audi,A4 Premium Plus 40 TFSI,4150000,2022,22000,Petrol,Automatic,Delhi,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762.0,1847.0,1433.0,5.0,54.0,i4206004304728010289
Maruti Suzuki,Swift VDi,750000,2018,65000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0,i-6713992526004632061
Ford,Ecosport Titanium 1.5 Ti-VCT,550000,2013,47000,Petrol,Manual,Indore,Black,First,Individual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0,i8982670722841692971
